launch_angle,launch_speed,av_xwOBAcon
-37,66,0.063
-36,66,0.057
-35,66,0.072
-34,66,0.078
-33,66,0.059
-32,66,0.061
-31,66,0.055
-30,66,0.048
-29,66,0.044
-28,66,0.045
-27,66,0.052
-26,66,0.045
-25,66,0.045
-24,66,0.05
-23,66,0.047
-22,66,0.037
-21,66,0.036
-20,66,0.049
-19,66,0.046
-18,66,0.044
-17,66,0.053
-16,66,0.06
-15,66,0.062
-14,66,0.055
-13,66,0.051
-12,66,0.052
-11,66,0.051
-10,66,0.051
-9,66,0.06
-8,66,0.062
-7,66,0.068
-6,66,0.086
-5,66,0.086
-4,66,0.09
-3,66,0.082
-2,66,0.08
-1,66,0.09
0,66,0.089
1,66,0.106
2,66,0.119
3,66,0.116
4,66,0.12
5,66,0.138
6,66,0.166
7,66,0.202
8,66,0.223
9,66,0.223
10,66,0.226
11,66,0.221
12,66,0.231
13,66,0.262
14,66,0.317
15,66,0.348
16,66,0.379
17,66,0.419
18,66,0.502
19,66,0.593
20,66,0.649
21,66,0.723
22,66,0.799
23,66,0.828
24,66,0.853
25,66,0.854
26,66,0.857
27,66,0.87
28,66,0.854
29,66,0.856
30,66,0.844
31,66,0.838
32,66,0.802
33,66,0.791
34,66,0.777
35,66,0.74
36,66,0.698
37,66,0.654
38,66,0.583
39,66,0.554
40,66,0.452
41,66,0.441
42,66,0.392
43,66,0.34
44,66,0.329
45,66,0.283
46,66,0.251
47,66,0.211
48,66,0.189
49,66,0.159
50,66,0.129
51,66,0.106
52,66,0.084
53,66,0.081
54,66,0.062
55,66,0.042
56,66,0.032
57,66,0.022
58,66,0.015
59,66,0.011
60,66,0.006
61,66,0.004
62,66,0.004
63,66,0.005
64,66,0.004
65,66,0.006
66,66,0.005
67,66,0.003
68,66,0.003
69,66,0.002
70,66,0.003
71,66,0.003
72,66,0.002
73,66,0.002
74,66,0.001
75,66,0.004
76,66,0.005
77,66,0.003
78,66,0.003
79,66,0.002
80,66,0.004
81,66,0.003
82,66,0.001
83,66,0.001
84,66,0
85,66,0.001
86,66,0
87,66,0
88,66,0
89,66,0.001
-88,65,NA
-87,65,0.161
-86,65,0.213
-85,65,0.18
-84,65,0.147
-82,65,0.193
-81,65,0.192
-80,65,0.215
-79,65,0.12
-78,65,0.214
-77,65,0.179
-76,65,0.19
-75,65,0.18
-74,65,0.222
-73,65,0.219
-72,65,0.218
-71,65,0.177
-70,65,0.225
-69,65,0.257
-68,65,0.235
-67,65,0.258
-66,65,0.211
-65,65,0.23
-64,65,0.245
-63,65,0.24
-62,65,0.234
-61,65,0.229
-60,65,0.221
-59,65,0.226
-58,65,0.216
-57,65,0.206
-56,65,0.193
-55,65,0.197
-54,65,0.192
-53,65,0.153
-52,65,0.154
-51,65,0.184
-50,65,0.148
-49,65,0.144
-48,65,0.129
-47,65,0.124
-46,65,0.116
-45,65,0.12
-44,65,0.108
-43,65,0.117
-42,65,0.114
-41,65,0.097
-40,65,0.083
-39,65,0.079
-38,65,0.078
-37,65,0.072
-36,65,0.069
-35,65,0.066
-34,65,0.075
-33,65,0.066
-32,65,0.056
-31,65,0.06
-30,65,0.05
-29,65,0.041
-28,65,0.049
-27,65,0.056
-26,65,0.049
-25,65,0.042
-24,65,0.041
-23,65,0.046
-22,65,0.049
-21,65,0.048
-20,65,0.044
-19,65,0.043
-18,65,0.052
-17,65,0.047
-16,65,0.063
-15,65,0.067
-14,65,0.064
-13,65,0.053
-12,65,0.051
-11,65,0.057
-10,65,0.062
-9,65,0.067
-8,65,0.064
-7,65,0.073
-6,65,0.088
-5,65,0.081
-4,65,0.08
-3,65,0.081
-2,65,0.087
-1,65,0.082
0,65,0.102
1,65,0.104
2,65,0.111
3,65,0.107
4,65,0.119
5,65,0.141
6,65,0.148
7,65,0.185
8,65,0.197
9,65,0.201
10,65,0.215
11,65,0.222
12,65,0.226
13,65,0.248
14,65,0.284
15,65,0.315
16,65,0.338
17,65,0.392
18,65,0.477
19,65,0.549
20,65,0.592
21,65,0.676
22,65,0.747
23,65,0.766
24,65,0.826
25,65,0.831
26,65,0.826
27,65,0.834
28,65,0.836
29,65,0.82
30,65,0.834
31,65,0.795
32,65,0.771
33,65,0.78
34,65,0.752
35,65,0.726
36,65,0.675
37,65,0.629
38,65,0.565
39,65,0.518
40,65,0.461
41,65,0.409
42,65,0.363
43,65,0.339
44,65,0.311
45,65,0.278
46,65,0.239
47,65,0.22
48,65,0.203
49,65,0.164
50,65,0.131
51,65,0.104
52,65,0.088
53,65,0.084
54,65,0.064
55,65,0.041
56,65,0.024
57,65,0.018
58,65,0.017
59,65,0.009
60,65,0.005
61,65,0.004
62,65,0.005
63,65,0.005
64,65,0.005
65,65,0.005
66,65,0.004
67,65,0.001
68,65,0.004
69,65,0.001
70,65,0.003
71,65,0.002
72,65,0.002
73,65,0.003
74,65,0.002
75,65,0.002
76,65,0.003
77,65,0.003
78,65,0.002
79,65,0.003
80,65,0
81,65,0.002
82,65,0.003
83,65,0.001
84,65,0
85,65,0
86,65,0.001
87,65,0.001
88,65,0
89,65,0.003
-88,64,0.141
-87,64,0.108
-86,64,0.108
-84,64,0.136
-83,64,0.207
-82,64,0.192
-81,64,0.152
-80,64,0.146
-79,64,0.203
-78,64,0.176
-77,64,0.204
-76,64,0.163
-75,64,0.162
-74,64,0.178
-73,64,0.191
-72,64,0.184
-71,64,0.184
-70,64,0.222
-69,64,0.194
-68,64,0.198
-67,64,0.239
-66,64,0.207
-65,64,0.211
-64,64,0.227
-63,64,0.205
-62,64,0.231
-61,64,0.221
-60,64,0.235
-59,64,0.218
-58,64,0.215
-57,64,0.214
-56,64,0.175
-55,64,0.186
-54,64,0.17
-53,64,0.18
-52,64,0.149
-51,64,0.162
-50,64,0.145
-49,64,0.149
-48,64,0.126
-47,64,0.135
-46,64,0.119
-45,64,0.131
-44,64,0.103
-43,64,0.101
-42,64,0.1
-41,64,0.081
-40,64,0.084
-39,64,0.083
-38,64,0.086
-37,64,0.072
-36,64,0.073
-35,64,0.07
-34,64,0.059
-33,64,0.058
-32,64,0.054
-31,64,0.059
-30,64,0.05
-29,64,0.048
-28,64,0.051
-27,64,0.054
-26,64,0.053
-25,64,0.05
-24,64,0.042
-23,64,0.042
-22,64,0.049
-21,64,0.047
-20,64,0.046
-19,64,0.048
-18,64,0.052
-17,64,0.051
-16,64,0.061
-15,64,0.067
-14,64,0.069
-13,64,0.065
-12,64,0.054
-11,64,0.061
-10,64,0.059
-9,64,0.069
-8,64,0.068
-7,64,0.073
-6,64,0.088
-5,64,0.079
-4,64,0.075
-3,64,0.083
-2,64,0.086
-1,64,0.074
0,64,0.094
1,64,0.109
2,64,0.109
3,64,0.118
4,64,0.115
5,64,0.13
6,64,0.15
7,64,0.173
8,64,0.168
9,64,0.187
10,64,0.192
11,64,0.215
12,64,0.218
13,64,0.226
14,64,0.248
15,64,0.288
16,64,0.321
17,64,0.36
18,64,0.436
19,64,0.49
20,64,0.55
21,64,0.611
22,64,0.669
23,64,0.693
24,64,0.746
25,64,0.76
26,64,0.769
27,64,0.78
28,64,0.79
29,64,0.796
30,64,0.79
31,64,0.767
32,64,0.756
33,64,0.724
34,64,0.692
35,64,0.67
36,64,0.625
37,64,0.562
38,64,0.505
39,64,0.472
40,64,0.407
41,64,0.377
42,64,0.337
43,64,0.323
44,64,0.29
45,64,0.25
46,64,0.232
47,64,0.197
48,64,0.18
49,64,0.155
50,64,0.13
51,64,0.11
52,64,0.084
53,64,0.061
54,64,0.053
55,64,0.032
56,64,0.025
57,64,0.016
58,64,0.011
59,64,0.008
60,64,0.006
61,64,0.005
62,64,0.004
63,64,0.005
64,64,0.007
65,64,0.005
66,64,0.006
67,64,0.004
68,64,0.001
69,64,0
70,64,0.003
71,64,0.002
72,64,0.002
73,64,0.001
74,64,0.004
75,64,0.002
76,64,0.003
77,64,0.002
78,64,0.002
79,64,0.003
80,64,0.001
81,64,0.002
82,64,0.001
83,64,0.001
84,64,0.001
85,64,0
86,64,0.002
87,64,0
88,64,0.001
89,64,0
90,64,0
-88,63,0.179
-87,63,NA
-85,63,NA
-83,63,NA
-82,63,0.152
-81,63,0.152
-80,63,NA
-79,63,NA
-78,63,0.156
-77,63,0.28
-76,63,0.198
-74,63,0.18
-73,63,0.222
-72,63,0.33
-71,63,0.194
-70,63,0.213
-69,63,0.212
-68,63,0.195
-67,63,0.235
-66,63,0.207
-65,63,0.203
-64,63,0.226
-63,63,0.227
-62,63,0.212
-61,63,0.225
-60,63,0.216
-59,63,0.21
-58,63,0.214
-57,63,0.193
-56,63,0.195
-55,63,0.17
-54,63,0.169
-53,63,0.173
-52,63,0.167
-51,63,0.173
-50,63,0.155
-49,63,0.141
-48,63,0.135
-47,63,0.134
-46,63,0.113
-45,63,0.102
-44,63,0.114
-43,63,0.107
-42,63,0.098
-41,63,0.084
-40,63,0.067
-39,63,0.08
-38,63,0.071
-37,63,0.068
-36,63,0.076
-35,63,0.068
-34,63,0.053
-33,63,0.049
-32,63,0.051
-31,63,0.048
-30,63,0.047
-29,63,0.051
-28,63,0.055
-27,63,0.053
-26,63,0.052
-25,63,0.052
-24,63,0.046
-23,63,0.042
-22,63,0.05
-21,63,0.045
-20,63,0.05
-19,63,0.051
-18,63,0.049
-17,63,0.053
-16,63,0.063
-15,63,0.062
-14,63,0.061
-13,63,0.053
-12,63,0.057
-11,63,0.063
-10,63,0.073
-9,63,0.07
-8,63,0.062
-7,63,0.077
-6,63,0.089
-5,63,0.085
-4,63,0.086
-3,63,0.077
-2,63,0.089
-1,63,0.081
0,63,0.098
1,63,0.099
2,63,0.107
3,63,0.113
4,63,0.117
5,63,0.115
6,63,0.147
7,63,0.152
8,63,0.164
9,63,0.176
10,63,0.195
11,63,0.2
12,63,0.222
13,63,0.218
14,63,0.224
15,63,0.28
16,63,0.318
17,63,0.331
18,63,0.378
19,63,0.437
20,63,0.487
21,63,0.549
22,63,0.608
23,63,0.612
24,63,0.665
25,63,0.719
26,63,0.701
27,63,0.721
28,63,0.727
29,63,0.74
30,63,0.722
31,63,0.709
32,63,0.701
33,63,0.676
34,63,0.641
35,63,0.608
36,63,0.585
37,63,0.526
38,63,0.486
39,63,0.421
40,63,0.38
41,63,0.355
42,63,0.316
43,63,0.272
44,63,0.254
45,63,0.223
46,63,0.211
47,63,0.182
48,63,0.152
49,63,0.149
50,63,0.12
51,63,0.099
52,63,0.072
53,63,0.054
54,63,0.045
55,63,0.031
56,63,0.021
57,63,0.008
58,63,0.005
59,63,0.003
60,63,0.003
61,63,0.004
62,63,0.006
63,63,0.005
64,63,0.006
65,63,0.002
66,63,0.004
67,63,0.003
68,63,0.002
69,63,0.002
70,63,0.002
71,63,0.004
72,63,0.002
73,63,0.002
74,63,0.003
75,63,0.004
76,63,0.005
77,63,0.003
78,63,0.003
79,63,0.003
80,63,0
81,63,0.003
82,63,0.002
83,63,0.001
84,63,0.002
85,63,0.001
86,63,0
87,63,0.001
88,63,0
89,63,0.003
-87,62,0.143
-84,62,0.254
-83,62,0.168
-82,62,0.167
-81,62,0.205
-80,62,0.102
-79,62,0.139
-78,62,0.126
-77,62,0.205
-76,62,0.146
-75,62,0.165
-74,62,0.2
-73,62,0.187
-72,62,0.196
-71,62,0.218
-70,62,0.196
-69,62,0.22
-68,62,0.201
-67,62,0.204
-66,62,0.212
-65,62,0.218
-64,62,0.244
-63,62,0.223
-62,62,0.222
-61,62,0.213
-60,62,0.247
-59,62,0.236
-58,62,0.219
-57,62,0.204
-56,62,0.182
-55,62,0.183
-54,62,0.164
-53,62,0.181
-52,62,0.164
-51,62,0.161
-50,62,0.148
-49,62,0.138
-48,62,0.142
-47,62,0.13
-46,62,0.115
-45,62,0.12
-44,62,0.1
-43,62,0.102
-42,62,0.093
-41,62,0.099
-40,62,0.07
-39,62,0.072
-38,62,0.073
-37,62,0.071
-36,62,0.066
-35,62,0.053
-34,62,0.046
-33,62,0.047
-32,62,0.054
-31,62,0.043
-30,62,0.046
-29,62,0.045
-28,62,0.057
-27,62,0.057
-26,62,0.052
-25,62,0.049
-24,62,0.047
-23,62,0.049
-22,62,0.053
-21,62,0.056
-20,62,0.051
-19,62,0.055
-18,62,0.05
-17,62,0.057
-16,62,0.066
-15,62,0.072
-14,62,0.06
-13,62,0.07
-12,62,0.063
-11,62,0.063
-10,62,0.061
-9,62,0.079
-8,62,0.063
-7,62,0.076
-6,62,0.087
-5,62,0.078
-4,62,0.082
-3,62,0.09
-2,62,0.093
-1,62,0.085
0,62,0.088
1,62,0.093
2,62,0.098
3,62,0.1
4,62,0.113
5,62,0.124
6,62,0.137
7,62,0.148
8,62,0.165
9,62,0.174
10,62,0.19
11,62,0.186
12,62,0.206
13,62,0.197
14,62,0.214
15,62,0.249
16,62,0.277
17,62,0.311
18,62,0.364
19,62,0.401
20,62,0.44
21,62,0.471
22,62,0.514
23,62,0.539
24,62,0.587
25,62,0.641
26,62,0.623
27,62,0.643
28,62,0.654
29,62,0.674
30,62,0.674
31,62,0.663
32,62,0.62
33,62,0.62
34,62,0.57
35,62,0.535
36,62,0.507
37,62,0.475
38,62,0.423
39,62,0.373
40,62,0.346
41,62,0.333
42,62,0.275
43,62,0.25
44,62,0.243
45,62,0.211
46,62,0.184
47,62,0.157
48,62,0.128
49,62,0.112
50,62,0.131
51,62,0.085
52,62,0.064
53,62,0.054
54,62,0.037
55,62,0.022
56,62,0.018
57,62,0.011
58,62,0.007
59,62,0.006
60,62,0.007
61,62,0.005
62,62,0.006
63,62,0.003
64,62,0.004
65,62,0.003
66,62,0.004
67,62,0.003
68,62,0.003
69,62,0.002
70,62,0.002
71,62,0.004
72,62,0.002
73,62,0.002
74,62,0
75,62,0.001
76,62,0
77,62,0.004
78,62,0.002
79,62,0.002
80,62,0.002
81,62,0.001
82,62,0.002
83,62,0.001
84,62,0.002
85,62,0
86,62,0.001
87,62,0
88,62,0.001
89,62,0
-87,61,0.174
-86,61,0.161
-85,61,0.164
-84,61,0.147
-83,61,0.2
-82,61,0.128
-81,61,0.18
-80,61,0.231
-79,61,0.172
-78,61,0.145
-77,61,0.154
-76,61,0.173
-75,61,0.219
-74,61,0.191
-73,61,0.193
-72,61,0.186
-71,61,0.181
-70,61,0.211
-69,61,0.195
-68,61,0.195
-67,61,0.219
-66,61,0.224
-65,61,0.219
-64,61,0.232
-63,61,0.224
-62,61,0.218
-61,61,0.235
-60,61,0.213
-59,61,0.225
-58,61,0.199
-57,61,0.197
-56,61,0.17
-55,61,0.186
-54,61,0.162
-53,61,0.177
-52,61,0.178
-51,61,0.159
-50,61,0.158
-49,61,0.148
-48,61,0.132
-47,61,0.121
-46,61,0.126
-45,61,0.108
-44,61,0.105
-43,61,0.099
-42,61,0.082
-41,61,0.089
-40,61,0.078
-39,61,0.056
-38,61,0.073
-37,61,0.063
-36,61,0.066
-35,61,0.048
-34,61,0.044
-33,61,0.042
-32,61,0.06
-31,61,0.058
-30,61,0.052
-29,61,0.054
-28,61,0.066
-27,61,0.063
-26,61,0.057
-25,61,0.061
-24,61,0.053
-23,61,0.057
-22,61,0.062
-21,61,0.059
-20,61,0.06
-19,61,0.057
-18,61,0.054
-17,61,0.066
-16,61,0.07
-15,61,0.085
-14,61,0.074
-13,61,0.075
-12,61,0.068
-11,61,0.062
-10,61,0.061
-9,61,0.073
-8,61,0.066
-7,61,0.074
-6,61,0.077
-5,61,0.088
-4,61,0.089
-3,61,0.088
-2,61,0.092
-1,61,0.094
0,61,0.092
1,61,0.095
2,61,0.094
3,61,0.103
4,61,0.111
5,61,0.12
6,61,0.129
7,61,0.14
8,61,0.149
9,61,0.157
10,61,0.169
11,61,0.181
12,61,0.174
13,61,0.181
14,61,0.201
15,61,0.226
16,61,0.249
17,61,0.292
18,61,0.332
19,61,0.357
20,61,0.394
21,61,0.411
22,61,0.447
23,61,0.48
24,61,0.519
25,61,0.547
26,61,0.56
27,61,0.55
28,61,0.586
29,61,0.588
30,61,0.591
31,61,0.559
32,61,0.562
33,61,0.548
34,61,0.482
35,61,0.475
36,61,0.464
37,61,0.403
38,61,0.378
39,61,0.337
40,61,0.305
41,61,0.291
42,61,0.283
43,61,0.243
44,61,0.222
45,61,0.205
46,61,0.163
47,61,0.149
48,61,0.122
49,61,0.111
50,61,0.099
51,61,0.074
52,61,0.055
53,61,0.038
54,61,0.038
55,61,0.029
56,61,0.015
57,61,0.007
58,61,0.006
59,61,0.004
60,61,0.005
61,61,0.005
62,61,0.004
63,61,0.006
64,61,0.007
65,61,0.006
66,61,0.004
67,61,0.004
68,61,0.005
69,61,0
70,61,0.004
71,61,0.001
72,61,0.004
73,61,0.002
74,61,0.002
75,61,0.004
76,61,0.001
77,61,0
78,61,0.002
79,61,0
80,61,0
81,61,0
82,61,0.002
83,61,0
84,61,0.002
85,61,0.001
86,61,0
87,61,0.001
88,61,0.001
90,61,0
-85,60,NA
-84,60,NA
-83,60,0.136
-82,60,0.137
-81,60,0.198
-80,60,0.141
-79,60,0.165
-78,60,0.186
-77,60,0.167
-76,60,0.163
-75,60,0.157
-74,60,0.189
-73,60,0.188
-72,60,0.17
-71,60,0.211
-70,60,0.176
-69,60,0.213
-68,60,0.218
-67,60,0.193
-66,60,0.21
-65,60,0.194
-64,60,0.237
-63,60,0.241
-62,60,0.212
-61,60,0.232
-60,60,0.221
-59,60,0.211
-58,60,0.205
-57,60,0.206
-56,60,0.192
-55,60,0.176
-54,60,0.166
-53,60,0.163
-52,60,0.158
-51,60,0.151
-50,60,0.153
-49,60,0.152
-48,60,0.136
-47,60,0.125
-46,60,0.121
-45,60,0.11
-44,60,0.115
-43,60,0.09
-42,60,0.089
-41,60,0.075
-40,60,0.076
-39,60,0.072
-38,60,0.068
-37,60,0.06
-36,60,0.055
-35,60,0.051
-34,60,0.053
-33,60,0.046
-32,60,0.049
-31,60,0.056
-30,60,0.066
-29,60,0.057
-28,60,0.074
-27,60,0.053
-26,60,0.073
-25,60,0.074
-24,60,0.058
-23,60,0.061
-22,60,0.061
-21,60,0.062
-20,60,0.067
-19,60,0.054
-18,60,0.06
-17,60,0.067
-16,60,0.059
-15,60,0.077
-14,60,0.085
-13,60,0.082
-12,60,0.069
-11,60,0.068
-10,60,0.065
-9,60,0.071
-8,60,0.068
-7,60,0.072
-6,60,0.077
-5,60,0.086
-4,60,0.087
-3,60,0.088
-2,60,0.088
-1,60,0.097
0,60,0.101
1,60,0.11
2,60,0.092
3,60,0.108
4,60,0.114
5,60,0.116
6,60,0.134
7,60,0.14
8,60,0.149
9,60,0.161
10,60,0.17
11,60,0.172
12,60,0.163
13,60,0.164
14,60,0.192
15,60,0.218
16,60,0.231
17,60,0.264
18,60,0.302
19,60,0.312
20,60,0.341
21,60,0.372
22,60,0.4
23,60,0.418
24,60,0.439
25,60,0.455
26,60,0.468
27,60,0.484
28,60,0.512
29,60,0.525
30,60,0.526
31,60,0.494
32,60,0.516
33,60,0.493
34,60,0.452
35,60,0.402
36,60,0.373
37,60,0.344
38,60,0.333
39,60,0.306
40,60,0.276
41,60,0.266
42,60,0.24
43,60,0.218
44,60,0.202
45,60,0.191
46,60,0.157
47,60,0.153
48,60,0.116
49,60,0.11
50,60,0.088
51,60,0.069
52,60,0.047
53,60,0.039
54,60,0.016
55,60,0.023
56,60,0.015
57,60,0.006
58,60,0.01
59,60,0.007
60,60,0.003
61,60,0.005
62,60,0.007
63,60,0.005
64,60,0.003
65,60,0.005
66,60,0.002
67,60,0.004
68,60,0.004
69,60,0
70,60,0.01
71,60,0
72,60,0.003
73,60,0.005
74,60,0.001
75,60,0
76,60,0.001
77,60,0.003
78,60,0.002
79,60,0.002
80,60,0.003
81,60,0.002
82,60,0.002
83,60,0.004
84,60,0.002
85,60,0.001
86,60,0
88,60,0
-87,59,0.228
-86,59,NA
-85,59,0.096
-84,59,0.135
-83,59,0.146
-81,59,0.144
-80,59,0.167
-79,59,0.144
-78,59,0.167
-77,59,0.19
-76,59,0.181
-75,59,0.176
-74,59,0.139
-73,59,0.174
-72,59,0.19
-71,59,0.191
-70,59,0.19
-69,59,0.171
-68,59,0.195
-67,59,0.215
-66,59,0.198
-65,59,0.207
-64,59,0.196
-63,59,0.226
-62,59,0.238
-61,59,0.216
-60,59,0.212
-59,59,0.205
-58,59,0.225
-57,59,0.179
-56,59,0.184
-55,59,0.177
-54,59,0.167
-53,59,0.166
-52,59,0.16
-51,59,0.152
-50,59,0.149
-49,59,0.136
-48,59,0.118
-47,59,0.12
-46,59,0.129
-45,59,0.118
-44,59,0.105
-43,59,0.101
-42,59,0.099
-41,59,0.087
-40,59,0.075
-39,59,0.076
-38,59,0.075
-37,59,0.066
-36,59,0.062
-35,59,0.06
-34,59,0.057
-33,59,0.047
-32,59,0.056
-31,59,0.062
-30,59,0.07
-29,59,0.07
-28,59,0.078
-27,59,0.072
-26,59,0.088
-25,59,0.072
-24,59,0.063
-23,59,0.068
-22,59,0.068
-21,59,0.062
-20,59,0.073
-19,59,0.061
-18,59,0.057
-17,59,0.059
-16,59,0.063
-15,59,0.068
-14,59,0.079
-13,59,0.081
-12,59,0.073
-11,59,0.071
-10,59,0.073
-9,59,0.07
-8,59,0.053
-7,59,0.066
-6,59,0.081
-5,59,0.083
-4,59,0.088
-3,59,0.086
-2,59,0.093
-1,59,0.105
0,59,0.107
1,59,0.101
2,59,0.092
3,59,0.105
4,59,0.108
5,59,0.102
6,59,0.128
7,59,0.135
8,59,0.154
9,59,0.164
10,59,0.134
11,59,0.157
12,59,0.158
13,59,0.168
14,59,0.179
15,59,0.201
16,59,0.227
17,59,0.224
18,59,0.266
19,59,0.275
20,59,0.302
21,59,0.338
22,59,0.355
23,59,0.364
24,59,0.401
25,59,0.404
26,59,0.417
27,59,0.416
28,59,0.447
29,59,0.435
30,59,0.447
31,59,0.438
32,59,0.438
33,59,0.41
34,59,0.381
35,59,0.37
36,59,0.341
37,59,0.317
38,59,0.288
39,59,0.279
40,59,0.254
41,59,0.232
42,59,0.222
43,59,0.207
44,59,0.181
45,59,0.161
46,59,0.145
47,59,0.127
48,59,0.091
49,59,0.099
50,59,0.078
51,59,0.061
52,59,0.047
53,59,0.036
54,59,0.027
55,59,0.016
56,59,0.006
57,59,0.007
58,59,0.007
59,59,0.006
60,59,0.004
61,59,0.004
62,59,0.003
63,59,0.01
64,59,0.002
65,59,0.004
66,59,0.002
67,59,0.006
68,59,0.002
69,59,0
70,59,0
71,59,0.005
72,59,0.021
73,59,0.001
74,59,0.003
75,59,0.003
76,59,0.005
77,59,0.007
78,59,0.002
79,59,0
80,59,0.006
81,59,0.006
82,59,0.002
83,59,0.004
84,59,0.002
85,59,0.002
86,59,0.001
87,59,0
-88,58,NA
-87,58,NA
-86,58,0.107
-84,58,0.123
-82,58,0.152
-81,58,0.115
-80,58,0.163
-79,58,0.145
-78,58,0.171
-77,58,0.134
-76,58,0.163
-75,58,0.16
-74,58,0.158
-73,58,0.161
-72,58,0.152
-71,58,0.204
-70,58,0.205
-69,58,0.191
-68,58,0.18
-67,58,0.2
-66,58,0.198
-65,58,0.221
-64,58,0.211
-63,58,0.197
-62,58,0.224
-61,58,0.213
-60,58,0.221
-59,58,0.217
-58,58,0.199
-57,58,0.2
-56,58,0.178
-55,58,0.178
-54,58,0.171
-53,58,0.154
-52,58,0.157
-51,58,0.139
-50,58,0.145
-49,58,0.149
-48,58,0.15
-47,58,0.131
-46,58,0.135
-45,58,0.114
-44,58,0.118
-43,58,0.109
-42,58,0.104
-41,58,0.1
-40,58,0.089
-39,58,0.068
-38,58,0.079
-37,58,0.08
-36,58,0.074
-35,58,0.065
-34,58,0.061
-33,58,0.065
-32,58,0.065
-31,58,0.059
-30,58,0.073
-29,58,0.07
-28,58,0.074
-27,58,0.08
-26,58,0.081
-25,58,0.085
-24,58,0.068
-23,58,0.073
-22,58,0.073
-21,58,0.062
-20,58,0.071
-19,58,0.067
-18,58,0.058
-17,58,0.06
-16,58,0.061
-15,58,0.059
-14,58,0.083
-13,58,0.066
-12,58,0.074
-11,58,0.069
-10,58,0.072
-9,58,0.06
-8,58,0.065
-7,58,0.066
-6,58,0.08
-5,58,0.086
-4,58,0.082
-3,58,0.08
-2,58,0.091
-1,58,0.103
0,58,0.102
1,58,0.094
2,58,0.076
3,58,0.098
4,58,0.105
5,58,0.106
6,58,0.135
7,58,0.138
8,58,0.131
9,58,0.158
10,58,0.148
11,58,0.144
12,58,0.137
13,58,0.138
14,58,0.17
15,58,0.185
16,58,0.202
17,58,0.218
18,58,0.223
19,58,0.281
20,58,0.266
21,58,0.286
22,58,0.303
23,58,0.315
24,58,0.312
25,58,0.342
26,58,0.365
27,58,0.377
28,58,0.373
29,58,0.385
30,58,0.379
31,58,0.373
32,58,0.363
33,58,0.358
34,58,0.334
35,58,0.321
36,58,0.307
37,58,0.296
38,58,0.259
39,58,0.253
40,58,0.247
41,58,0.232
42,58,0.202
43,58,0.171
44,58,0.149
45,58,0.144
46,58,0.142
47,58,0.119
48,58,0.1
49,58,0.074
50,58,0.084
51,58,0.053
52,58,0.047
53,58,0.031
54,58,0.022
55,58,0.018
56,58,0.011
57,58,0.01
58,58,0.006
59,58,0.005
60,58,0.007
61,58,0.007
62,58,0.007
63,58,0.008
64,58,0.002
65,58,0.003
66,58,0.002
67,58,0.003
68,58,0.001
69,58,0.003
70,58,0.005
71,58,0
72,58,0
73,58,0
74,58,0
75,58,0.002
76,58,0.007
77,58,NA
78,58,0.006
79,58,0
80,58,0.004
81,58,0
82,58,0
83,58,0.002
84,58,0.001
85,58,0.004
86,58,0.002
87,58,0
88,58,0
90,58,0
-88,57,NA
-86,57,0.123
-85,57,0.123
-84,57,0.123
-83,57,0.139
-82,57,0.142
-81,57,0.195
-80,57,0.127
-79,57,0.135
-78,57,0.174
-77,57,0.157
-76,57,0.166
-75,57,0.17
-74,57,0.176
-73,57,0.176
-72,57,0.169
-71,57,0.168
-70,57,0.162
-69,57,0.166
-68,57,0.175
-67,57,0.205
-66,57,0.21
-65,57,0.223
-64,57,0.197
-63,57,0.218
-62,57,0.211
-61,57,0.198
-60,57,0.208
-59,57,0.175
-58,57,0.179
-57,57,0.198
-56,57,0.183
-55,57,0.189
-54,57,0.17
-53,57,0.152
-52,57,0.152
-51,57,0.138
-50,57,0.111
-49,57,0.128
-48,57,0.132
-47,57,0.13
-46,57,0.122
-45,57,0.123
-44,57,0.115
-43,57,0.108
-42,57,0.089
-41,57,0.104
-40,57,0.085
-39,57,0.071
-38,57,0.08
-37,57,0.086
-36,57,0.072
-35,57,0.073
-34,57,0.074
-33,57,0.074
-32,57,0.072
-31,57,0.065
-30,57,0.06
-29,57,0.071
-28,57,0.071
-27,57,0.077
-26,57,0.076
-25,57,0.075
-24,57,0.068
-23,57,0.07
-22,57,0.067
-21,57,0.066
-20,57,0.064
-19,57,0.068
-18,57,0.063
-17,57,0.062
-16,57,0.061
-15,57,0.073
-14,57,0.057
-13,57,0.06
-12,57,0.074
-11,57,0.067
-10,57,0.066
-9,57,0.071
-8,57,0.069
-7,57,0.073
-6,57,0.082
-5,57,0.091
-4,57,0.085
-3,57,0.08
-2,57,0.089
-1,57,0.102
0,57,0.082
1,57,0.083
2,57,0.094
3,57,0.092
4,57,0.091
5,57,0.114
6,57,0.125
7,57,0.109
8,57,0.127
9,57,0.133
10,57,0.128
11,57,0.125
12,57,0.128
13,57,0.127
14,57,0.14
15,57,0.163
16,57,0.179
17,57,0.189
18,57,0.215
19,57,0.213
20,57,0.238
21,57,0.249
22,57,0.263
23,57,0.267
24,57,0.292
25,57,0.32
26,57,0.318
27,57,0.309
28,57,0.329
29,57,0.318
30,57,0.347
31,57,0.354
32,57,0.343
33,57,0.319
34,57,0.311
35,57,0.29
36,57,0.271
37,57,0.274
38,57,0.237
39,57,0.235
